RSSI,Timestamp
-52,14:51:18.786357
-40,14:51:18.815461
-38,14:51:18.848604
-40,14:51:18.871457
-46,14:51:18.879473
-38,14:51:18.895112
-45,14:51:18.907590
-44,14:51:18.926199
-48,14:51:18.934837
-40,14:51:18.945051
-45,14:51:18.959925
-48,14:51:18.969345
-42,14:51:18.976552
-38,14:51:18.989550
-65,14:51:18.998038
-40,14:51:19.022734
-40,14:51:19.056994
-40,14:51:19.073418
-48,14:51:19.080053
-46,14:51:19.087553
-40,14:51:19.093227
-38,14:51:19.098929
-64,14:51:19.105474
-40,14:51:19.114304
-40,14:51:19.119682
-42,14:51:19.128931
-38,14:51:19.146294
-42,14:51:19.152055
-50,14:51:19.158012
-50,14:51:19.165011
-52,14:51:19.171996
-36,14:51:19.203520
-38,14:51:19.227179
-38,14:51:19.244185
-47,14:51:19.250536
-50,14:51:19.259710
-51,14:51:19.271037
-40,14:51:19.291016
-42,14:51:19.302829
-42,14:51:19.310337
-54,14:51:19.318756
-38,14:51:19.341250
-42,14:51:19.351089
-54,14:51:19.364205
-38,14:51:19.373444
-38,14:51:19.383837
-47,14:51:19.396757
-38,14:51:19.418812
-63,14:51:19.426243
-47,14:51:19.432495
-38,14:51:19.438400
-38,14:51:19.444660
-38,14:51:19.464168
-38,14:51:19.486936
-38,14:51:19.513878
-44,14:51:19.527172
-38,14:51:19.538331
-46,14:51:19.550041
-38,14:51:19.556197
-46,14:51:19.563149
-38,14:51:19.571365
-36,14:51:19.593727
-38,14:51:19.612271
-38,14:51:19.637008
-49,14:51:19.646278
-57,14:51:19.661891
-58,14:51:19.672810
-50,14:51:19.680173
-56,14:51:19.691287
-57,14:51:19.701865
-47,14:51:19.709032
-56,14:51:19.717882
-48,14:51:19.734741
-46,14:51:19.742192
-46,14:51:19.753045
-56,14:51:19.771497
-56,14:51:19.783155
-49,14:51:19.789670
-36,14:51:19.807935
-36,14:51:19.831206
-38,14:51:19.847859
-46,14:51:19.862859
-46,14:51:19.870875
-50,14:51:19.877341
-48,14:51:19.885103
-38,14:51:19.907613
-50,14:51:19.919709
-48,14:51:19.926376
-38,14:51:19.961719
-38,14:51:19.987732
-38,14:51:19.999856
-38,14:51:20.020778
-38,14:51:20.040713
-38,14:51:20.058494
-48,14:51:20.067960
-51,14:51:20.080479
-49,14:51:20.092076
-48,14:51:20.103574
-49,14:51:20.113433
-47,14:51:20.119169
-48,14:51:20.125781
-47,14:51:20.131378
-48,14:51:20.138297
-49,14:51:20.144252
-47,14:51:20.150501
-48,14:51:20.157267
-47,14:51:20.163151
-51,14:51:20.172027
-50,14:51:20.178186
-47,14:51:20.183653
-48,14:51:20.191174
-47,14:51:20.199487
-51,14:51:20.206742
-49,14:51:20.213061
-48,14:51:20.221577
-47,14:51:20.229799
-47,14:51:20.240560
-51,14:51:20.248572
-48,14:51:20.255991
-46,14:51:20.267738
-48,14:51:20.276013
-47,14:51:20.283224
-50,14:51:20.292173
-48,14:51:20.302642
-58,14:51:20.312082
-48,14:51:20.319731
-48,14:51:20.329816
-57,14:51:20.335719
-49,14:51:20.342511
-49,14:51:20.348780
-53,14:51:20.354909
-47,14:51:20.360794
-50,14:51:20.366095
-48,14:51:20.372299
-38,14:51:20.401260
-38,14:51:20.440596
-38,14:51:20.457135
-54,14:51:20.465780
-50,14:51:20.473420
-56,14:51:20.492786
-50,14:51:20.498580
-46,14:51:20.510154
-54,14:51:20.515796
-57,14:51:20.521126
-55,14:51:20.527583
-57,14:51:20.533595
-48,14:51:20.541109
-48,14:51:20.547744
-49,14:51:20.561238
-49,14:51:20.568064
-50,14:51:20.575195
-48,14:51:20.581004
-48,14:51:20.588351
-49,14:51:20.595511
-38,14:51:20.617405
-38,14:51:20.634929
-49,14:51:20.642454
-47,14:51:20.650028
-48,14:51:20.657033
-48,14:51:20.667154
-47,14:51:20.673045
-49,14:51:20.678905
-48,14:51:20.684711
-48,14:51:20.690276
-50,14:51:20.706578
-49,14:51:20.711957
-51,14:51:20.719628
-48,14:51:20.728626
-50,14:51:20.735445
-52,14:51:20.744103
-38,14:51:20.774311
-38,14:51:20.795539
-38,14:51:20.812616
-49,14:51:20.825469
-48,14:51:20.835442
-49,14:51:20.842048
-52,14:51:20.853236
-47,14:51:20.860987
-50,14:51:20.873359
-49,14:51:20.885685
-49,14:51:20.896160
-48,14:51:20.902981
-51,14:51:20.915233
-53,14:51:20.923270
-44,14:51:20.930553
-49,14:51:20.941069
-50,14:51:20.947693
-48,14:51:20.955162
-49,14:51:20.962692
-50,14:51:20.976741
-51,14:51:20.987468
-50,14:51:20.997973
-38,14:51:21.024333
-40,14:51:21.054919
-50,14:51:21.068451
-52,14:51:21.074419
-50,14:51:21.082541
-40,14:51:21.090022
-38,14:51:21.097249
-48,14:51:21.108776
-38,14:51:21.128688
-49,14:51:21.136249
-48,14:51:21.142569
-52,14:51:21.149167
-46,14:51:21.156124
-38,14:51:21.164077
-36,14:51:21.171733
-49,14:51:21.179137
-48,14:51:21.185897
-51,14:51:21.193167
-49,14:51:21.200579
-38,14:51:21.207599
-54,14:51:21.214697
-49,14:51:21.219803
-48,14:51:21.225856
-48,14:51:21.232326
-50,14:51:21.238639
-48,14:51:21.244152
-49,14:51:21.252262
-49,14:51:21.258068
-54,14:51:21.263473
-53,14:51:21.270186
-51,14:51:21.277074
-49,14:51:21.284087
-47,14:51:21.290978
-40,14:51:21.315871
-40,14:51:21.335816
-42,14:51:21.349997
-49,14:51:21.355919
-46,14:51:21.361133
-48,14:51:21.368601
-48,14:51:21.376825
-58,14:51:21.383809
-52,14:51:21.390677
-40,14:51:21.396881
-49,14:51:21.405373
-48,14:51:21.413461
-50,14:51:21.420762
-47,14:51:21.429195
-48,14:51:21.436525
-49,14:51:21.444306
-47,14:51:21.453025
-49,14:51:21.460493
-56,14:51:21.480587
-40,14:51:21.497381
-40,14:51:21.521389
-40,14:51:21.538660
-42,14:51:21.546193
-42,14:51:21.552658
-40,14:51:21.560335
-40,14:51:21.584879
-40,14:51:21.592307
-40,14:51:21.614925
-46,14:51:21.620430
-42,14:51:21.626866
-42,14:51:21.635359
-42,14:51:21.643218
-38,14:51:21.671894
-40,14:51:21.691845
-42,14:51:21.697867
-40,14:51:21.709490
-42,14:51:21.716343
-42,14:51:21.723292
-42,14:51:21.730601
-40,14:51:21.737261
-42,14:51:21.743652
-40,14:51:21.751737
-49,14:51:21.762224
-48,14:51:21.776922
-49,14:51:21.783838
-49,14:51:21.789606
-50,14:51:21.795262
-48,14:51:21.800293
-47,14:51:21.815869
-51,14:51:21.822247
-51,14:51:21.829363
-49,14:51:21.838084
-40,14:51:21.860331
-48,14:51:21.868070
-38,14:51:21.887974
-47,14:51:21.895469
-50,14:51:21.902543
-49,14:51:21.909923
-48,14:51:21.919549
-48,14:51:21.925892
-49,14:51:21.931075
-48,14:51:21.936602
-46,14:51:21.942929
-47,14:51:21.949098
-38,14:51:21.957552
-48,14:51:21.963879
-49,14:51:21.972121
-50,14:51:21.981209
-53,14:51:21.989934
-49,14:51:21.996198
-50,14:51:22.004123
-50,14:51:22.011908
-38,14:51:22.018692
-50,14:51:22.026333
-44,14:51:22.033113
-50,14:51:22.041924
-51,14:51:22.050273
-48,14:51:22.058062
-51,14:51:22.086778
-49,14:51:22.091927
-52,14:51:22.105887
-49,14:51:22.111284
-49,14:51:22.118703
-51,14:51:22.136510
-52,14:51:22.143413
-49,14:51:22.152204
-50,14:51:22.161924
-55,14:51:22.169854
-52,14:51:22.177181
-50,14:51:22.194510
-52,14:51:22.200415
-52,14:51:22.217426
-54,14:51:22.224232
-54,14:51:22.239746
-54,14:51:22.253507
-55,14:51:22.259396
-38,14:51:22.263793
-52,14:51:22.271393
-38,14:51:22.288074
-52,14:51:22.293856
-53,14:51:22.299069
-52,14:51:22.304748
-50,14:51:22.310438
-46,14:51:22.320695
-58,14:51:22.328462
-51,14:51:22.336136
-50,14:51:22.343151
-40,14:51:22.367459
-44,14:51:22.373210
-57,14:51:22.379900
-49,14:51:22.386727
-49,14:51:22.394746
-42,14:51:22.407961
-42,14:51:22.427641
-54,14:51:22.450082
-40,14:51:22.485137
-42,14:51:22.489906
-42,14:51:22.505612
-40,14:51:22.532202
-42,14:51:22.551312
-42,14:51:22.562665
-42,14:51:22.569032
-42,14:51:22.576643
-53,14:51:22.582407
-48,14:51:22.601821
-51,14:51:22.608642
-51,14:51:22.613824
-40,14:51:22.654513
-40,14:51:22.676303
-40,14:51:22.700192
-43,14:51:22.716342
-40,14:51:22.747508
-40,14:51:22.771973
-40,14:51:22.789390
-42,14:51:22.796661
-38,14:51:22.813862
-40,14:51:22.830276
-38,14:51:22.842216
-42,14:51:22.848411
-56,14:51:22.856307
-49,14:51:22.868061
-46,14:51:22.874617
-57,14:51:22.880874
-57,14:51:22.901331
-49,14:51:22.915076
-55,14:51:22.923867
-38,14:51:22.951014
-36,14:51:22.982933
-36,14:51:23.005622
-40,14:51:23.012684
-54,14:51:23.057118
-52,14:51:23.080508
-54,14:51:23.103024
-36,14:51:23.127505
-36,14:51:23.151989
-36,14:51:23.168464
-54,14:51:23.184861
-38,14:51:23.204196
-36,14:51:23.217799
-36,14:51:23.231914
-57,14:51:23.237562
-46,14:51:23.245827
-36,14:51:23.253516
-58,14:51:23.260743
-46,14:51:23.268161
-58,14:51:23.276722
-49,14:51:23.282742
-47,14:51:23.288859
-58,14:51:23.295292
-63,14:51:23.302234
-44,14:51:23.310091
-36,14:51:23.318893
-46,14:51:23.325905
-46,14:51:23.342424
-46,14:51:23.349026
-36,14:51:23.355375
-49,14:51:23.361844
-46,14:51:23.374009
-36,14:51:23.392495
-36,14:51:23.409042
-46,14:51:23.414680
-36,14:51:23.431705
-36,14:51:23.445731
-36,14:51:23.456502
-41,14:51:23.462162
-50,14:51:23.469708
-52,14:51:23.476858
-51,14:51:23.485467
-36,14:51:23.493827
-38,14:51:23.502750
-38,14:51:23.508500
-38,14:51:23.523040
-38,14:51:23.534922
-42,14:51:23.543045
-54,14:51:23.553042
-70,14:51:23.561906
-36,14:51:23.572005
-38,14:51:23.577138
-43,14:51:23.582578
-38,14:51:23.591485
-36,14:51:23.607025
-40,14:51:23.612015
-36,14:51:23.626684
-34,14:51:23.632746
-36,14:51:23.641155
-50,14:51:23.649105
-36,14:51:23.656455
-36,14:51:23.664859
-47,14:51:23.672662
-40,14:51:23.696331
-38,14:51:23.705972
